# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_disruptive_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_exon_loss_variant+splice_region_variant	variants_effect_exon_loss_variant+start_lost+splice_region_variant	variants_effect_frameshift_variant	variants_effect_frameshift_variant+missense_variant	variants_effect_frameshift_variant+splice_region_variant	variants_effect_frameshift_variant+start_lost	variants_effect_frameshift_variant+start_lost+splice_region_variant	variants_effect_frameshift_variant+stop_gained	variants_effect_frameshift_variant+stop_gained+synonymous_variant	variants_effect_frameshift_variant+stop_lost+splice_region_variant	variants_effect_frameshift_variant+synonymous_variant	variants_effect_inframe_deletion	variants_effect_inframe_insertion	variants_effect_missense_variant	variants_effect_missense_variant+disruptive_inframe_deletion	variants_effect_missense_variant+inframe_deletion	variants_effect_splice_region_variant+stop_retained_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost+inframe_deletion+splice_region_variant	variants_effect_stop_lost+splice_region_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant	bases_affected_DOWNSTREAM	total_score_DOWNSTREAM	length_DOWNSTREAM	bases_affected_EXON	total_score_EXON	length_EXON	bases_affected_SPLICE_SITE_REGION	total_score_SPLICE_SITE_REGION	length_SPLICE_SITE_REGION	bases_affected_TRANSCRIPT	total_score_TRANSCRIPT	length_TRANSCRIPT	bases_affected_UPSTREAM	total_score_UPSTREAM	length_UPSTREAM
SAOUHSC_02628	SAOUHSC_02628	YP_501089.1		0	2	4	58	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	19	39	0	5000	6	0	639	0	0	0	0	0	0	19	0	5000
SAOUHSC_02629	SAOUHSC_02629	YP_501090.1		0	26	4	34	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	26	16	18	0	5000	30	0	1932	0	0	0	0	0	0	16	0	5000
SAOUHSC_02630	SAOUHSC_02630	YP_501091.1		0	1	1	58	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	16	42	0	5000	2	0	648	0	0	0	0	0	0	16	0	5000
SAOUHSC_02631	SAOUHSC_02631	YP_501092.1		0	2	0	60	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	43	17	0	5000	2	0	552	0	0	0	0	0	0	43	0	5000
SAOUHSC_02634	SAOUHSC_02634	YP_501095.1		0	0	0	55	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	39	0	5000	0	0	0	0	0	0	0	0	0	16	0	5000
SAOUHSC_02635	SAOUHSC_02635	YP_501096.1		0	3	4	49	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	3	11	38	0	5000	7	0	1383	0	0	0	0	0	0	11	0	5000
SAOUHSC_02638	SAOUHSC_02638	YP_501100.1		0	3	0	38	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	18	20	0	5000	3	0	969	0	0	0	0	0	0	18	0	5000
SAOUHSC_02640	SAOUHSC_02640	YP_501103.1		0	0	0	44	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	17	0	5000	0	0	0	0	0	0	0	0	0	27	0	5000
SAOUHSC_02641	SAOUHSC_02641	YP_501104.1		0	2	0	44	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	28	16	0	5000	2	0	1056	0	0	0	0	0	0	28	0	5000
SAOUHSC_02643	SAOUHSC_02643	YP_501105.1		0	4	0	41	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	11	30	0	5000	4	0	675	0	0	0	0	0	0	11	0	5000
SAOUHSC_02644	SAOUHSC_02644	YP_501106.1		0	7	4	40	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	7	15	25	0	5000	11	0	1374	0	0	0	0	0	0	15	0	5000
SAOUHSC_02645	SAOUHSC_02645	YP_501107.1		0	0	2	43	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	20	23	0	5000	2	0	444	0	0	0	0	0	0	20	0	5000
SAOUHSC_02646	SAOUHSC_02646	YP_501108.1		0	1	1	44	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	20	24	0	5000	2	0	456	0	0	0	0	0	0	20	0	5000
SAOUHSC_02647	SAOUHSC_02647	YP_501109.1		0	3	3	43	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	19	24	0	5000	6	0	1479	0	0	0	0	0	0	19	0	5000
SAOUHSC_02648	SAOUHSC_02648	YP_501110.1		0	8	0	67	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	37	30	0	5000	8	0	1599	0	0	0	0	0	0	37	0	5000
SAOUHSC_02649	SAOUHSC_02649	YP_501111.1		0	2	3	66	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	24	42	0	5000	5	0	1674	0	0	0	0	0	0	24	0	5000
SAOUHSC_02650	SAOUHSC_02650	YP_501112.1		0	0	2	60	0	20	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	40	20	0	5000	2	0	630	0	0	0	0	0	0	40	0	5000
SAOUHSC_02651	SAOUHSC_02651	YP_501113.1		0	3	1	58	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	39	19	0	5000	4	0	516	0	0	0	0	0	0	39	0	5000
SAOUHSC_02652	SAOUHSC_02652	YP_501114.1		0	1	1	57	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	21	36	0	5000	2	0	903	0	0	0	0	0	0	21	0	5000
SAOUHSC_02653	SAOUHSC_02653	YP_501115.1		0	14	9	32	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	14	12	20	0	5000	23	0	336	0	0	0	0	0	0	12	0	5000
SAOUHSC_02654	SAOUHSC_02654	YP_501116.1		0	2	1	53	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	10	43	0	5000	3	0	1035	0	0	0	0	0	0	10	0	5000
SAOUHSC_02655	SAOUHSC_02655	YP_501117.1		0	0	2	50	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	8	42	0	5000	2	0	117	0	0	0	0	0	0	8	0	5000
SAOUHSC_02656	SAOUHSC_02656	YP_501118.1		0	0	0	57	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	43	0	5000	0	0	0	0	0	0	0	0	0	14	0	5000
SAOUHSC_02657	SAOUHSC_02657	YP_501119.1		0	0	0	59	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	17	0	5000	0	0	0	0	0	0	0	0	0	42	0	5000
SAOUHSC_02658	SAOUHSC_02658	YP_501120.1		0	1	1	57	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	16	41	0	5000	2	0	1278	0	0	0	0	0	0	16	0	5000
SAOUHSC_02659	SAOUHSC_02659	YP_501121.1		0	2	0	54	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	40	14	0	5000	2	0	624	0	0	0	0	0	0	40	0	5000
SAOUHSC_02660	SAOUHSC_02660	YP_501122.1		0	0	0	52	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	15	0	5000	0	0	0	0	0	0	0	0	0	37	0	5000
SAOUHSC_02661	SAOUHSC_02661	YP_501123.1		2	0	0	61	0	12	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	49	12	0	5000	2	0	1251	0	0	0	0	0	0	49	0	5000
SAOUHSC_02662	SAOUHSC_02662	YP_501124.1		1	2	0	55	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	47	8	0	5000	3	0	216	0	0	0	0	0	0	47	0	5000
SAOUHSC_02663	SAOUHSC_02663	YP_501125.2		0	1	3	66	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	14	52	0	5000	4	0	384	0	0	0	0	0	0	14	0	5000
SAOUHSC_02664	SAOUHSC_02664	YP_501126.1		0	4	1	72	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	14	58	0	5000	5	0	2106	0	0	0	0	0	0	14	0	5000
SAOUHSC_02665	SAOUHSC_02665	YP_501127.1		0	24	8	44	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	24	17	27	0	5000	32	0	423	0	0	0	0	0	0	17	0	5000
SAOUHSC_02666	SAOUHSC_02666	YP_501128.1		0	6	0	80	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	48	32	0	5000	6	0	357	0	0	0	0	0	0	48	0	5000
SAOUHSC_02667	SAOUHSC_02667	YP_501129.1		0	2	0	96	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	41	55	0	5000	2	0	1278	0	0	0	0	0	0	41	0	5000
SAOUHSC_02668	SAOUHSC_02668	YP_501130.1		0	1	0	96	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	38	58	0	5000	1	0	366	0	0	0	0	0	0	38	0	5000
SAOUHSC_02669	SAOUHSC_02669	YP_501131.1		0	1	0	98	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	58	40	0	5000	1	0	447	0	0	0	0	0	0	58	0	5000
SAOUHSC_02670	SAOUHSC_02670	YP_501132.1		0	0	0	102	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	43	0	5000	0	0	0	0	0	0	0	0	0	59	0	5000
SAOUHSC_02671	SAOUHSC_02671	YP_501133.1		0	14	0	90	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	32	58	0	5000	14	0	1170	0	0	0	0	0	0	32	0	5000
SAOUHSC_02674	SAOUHSC_02674	YP_501136.1		0	3	3	57	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	35	22	0	5000	6	0	741	0	0	0	0	0	0	35	0	5000
SAOUHSC_02675	SAOUHSC_02675	YP_501137.1		0	3	0	57	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	19	38	0	5000	3	0	603	0	0	0	0	0	0	19	0	5000
SAOUHSC_02676	SAOUHSC_02676	YP_501138.1		0	5	0	90	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	50	40	0	5000	5	0	1035	0	0	0	0	0	0	50	0	5000
SAOUHSC_02677	SAOUHSC_02677	YP_501139.1		0	0	0	93	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	43	0	5000	0	0	0	0	0	0	0	0	0	50	0	5000
SAOUHSC_02678	SAOUHSC_02678	YP_501140.1		0	4	2	83	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	46	37	0	5000	6	0	678	0	0	0	0	0	0	46	0	5000
SAOUHSC_02679	SAOUHSC_02679	YP_501141.1		0	1	1	80	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	47	33	0	5000	2	0	591	0	0	0	0	0	0	47	0	5000
SAOUHSC_02680	SAOUHSC_02680	YP_501142.1		0	5	0	84	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	57	27	0	5000	5	0	1446	0	0	0	0	0	0	57	0	5000
SAOUHSC_02681	SAOUHSC_02681	YP_501143.1		0	37	5	64	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	37	43	21	0	5000	42	0	3690	0	0	0	0	0	0	43	0	5000
SAOUHSC_02682	SAOUHSC_02682	YP_501144.1		0	6	9	82	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	6	33	49	0	5000	15	0	978	0	0	0	0	0	0	33	0	5000
SAOUHSC_02683	SAOUHSC_02683	YP_501145.1		0	1	1	91	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	32	59	0	5000	2	0	315	0	0	0	0	0	0	32	0	5000
SAOUHSC_02684	SAOUHSC_02684	YP_501146.1		0	16	1	81	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	16	20	61	0	5000	17	0	2406	0	0	0	0	0	0	20	0	5000
SAOUHSC_02685	SAOUHSC_02685	YP_501147.1		0	3	3	56	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	16	40	0	5000	6	0	732	0	0	0	0	0	0	16	0	5000
SAOUHSC_02686	SAOUHSC_02686	YP_501148.1		0	1	1	61	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	17	44	0	5000	2	0	537	0	0	0	0	0	0	17	0	5000
SAOUHSC_02687	SAOUHSC_02687	YP_501149.1		0	2	0	51	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	16	35	0	5000	2	0	825	0	0	0	0	0	0	16	0	5000
SAOUHSC_02688	SAOUHSC_02688	YP_501150.1		0	0	0	46	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	32	0	5000	0	0	0	0	0	0	0	0	0	14	0	5000
SAOUHSC_02689	SAOUHSC_02689	YP_501151.1		0	1	0	46	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	32	0	5000	1	0	468	0	0	0	0	0	0	14	0	5000
SAOUHSC_02690	SAOUHSC_02690	YP_501152.1		0	1	1	44	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	23	21	0	5000	2	0	1551	0	0	0	0	0	0	23	0	5000
SAOUHSC_02691	SAOUHSC_02691	YP_501153.1		0	1	0	36	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	21	15	0	5000	1	0	267	0	0	0	0	0	0	21	0	5000
SAOUHSC_02692	SAOUHSC_02692	YP_501154.1		0	0	0	37	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	16	0	5000	0	0	0	0	0	0	0	0	0	21	0	5000
SAOUHSC_02693	SAOUHSC_02693	YP_501155.1		1	1	1	34	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	19	15	0	5000	3	0	102	0	0	0	0	0	0	19	0	5000
SAOUHSC_02694	SAOUHSC_02694	YP_501156.1		0	2	1	38	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	21	17	0	5000	3	0	600	0	0	0	0	0	0	21	0	5000
SAOUHSC_02695	SAOUHSC_02695	YP_501157.1		0	0	0	38	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	17	0	5000	0	0	0	0	0	0	0	0	0	21	0	5000
SAOUHSC_02696	SAOUHSC_02696	YP_501158.1		0	6	0	34	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	16	18	0	5000	6	0	1251	0	0	0	0	0	0	16	0	5000
SAOUHSC_02697	SAOUHSC_02697	YP_501159.1		0	1	1	38	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	16	22	0	5000	2	0	732	0	0	0	0	0	0	16	0	5000
SAOUHSC_02698	SAOUHSC_02698	YP_501160.1		0	1	0	48	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	25	23	0	5000	1	0	720	0	0	0	0	0	0	25	0	5000
SAOUHSC_02699	SAOUHSC_02699	YP_501161.1		0	0	0	59	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	23	0	5000	0	0	0	0	0	0	0	0	0	36	0	5000
SAOUHSC_02700	SAOUHSC_02700	YP_501162.1		0	6	3	72	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	6	52	20	0	5000	9	0	1359	0	0	0	0	0	0	52	0	5000
SAOUHSC_02701	SAOUHSC_02701	YP_501163.1		0	0	0	73	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	21	0	5000	0	0	0	0	0	0	0	0	0	52	0	5000
SAOUHSC_02702	SAOUHSC_02702	YP_501164.1		0	2	0	73	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	21	52	0	5000	2	0	105	0	0	0	0	0	0	21	0	5000
SAOUHSC_02704	SAOUHSC_02704	YP_501166.1		0	3	0	90	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	74	16	0	5000	3	0	867	0	0	0	0	0	0	74	0	5000
SAOUHSC_02705	SAOUHSC_02705	YP_501167.1		0	0	0	91	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	35	0	5000	0	0	0	0	0	0	0	0	0	56	0	5000
SAOUHSC_02706	SAOUHSC_02706	YP_501168.1		2	9	7	83	0	48	0	0	2	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	9	35	48	0	5000	18	0	1311	0	0	0	0	0	0	35	0	5000
SAOUHSC_02708	SAOUHSC_02708	YP_501170.1		0	5	0	90	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	52	38	0	5000	5	0	930	0	0	0	0	0	0	52	0	5000
SAOUHSC_02709	SAOUHSC_02709	YP_501171.1		0	4	1	93	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	72	21	0	5000	5	0	948	0	0	0	0	0	0	72	0	5000
SAOUHSC_02710	SAOUHSC_02710	YP_501172.1		0	1	0	97	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	74	23	0	5000	1	0	978	0	0	0	0	0	0	74	0	5000
SAOUHSC_02711	SAOUHSC_02711	YP_501173.1		0	2	1	79	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	23	56	0	5000	3	0	468	0	0	0	0	0	0	23	0	5000
SAOUHSC_02712	SAOUHSC_02712	YP_501174.1		0	3	3	74	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	18	56	0	5000	6	0	693	0	0	0	0	0	0	18	0	5000
SAOUHSC_02713	SAOUHSC_02713	YP_501175.1		0	0	2	61	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	16	45	0	5000	2	0	1116	0	0	0	0	0	0	16	0	5000
SAOUHSC_02714	SAOUHSC_02714	YP_501176.1		0	4	1	50	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	14	36	0	5000	5	0	1008	0	0	0	0	0	0	14	0	5000
SAOUHSC_02715	SAOUHSC_02715	YP_501177.1		0	4	3	29	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	12	17	0	5000	7	0	1359	0	0	0	0	0	0	12	0	5000
SAOUHSC_02716	SAOUHSC_02716	YP_501178.1		0	0	1	49	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	27	22	0	5000	1	0	687	0	0	0	0	0	0	27	0	5000
SAOUHSC_02717	SAOUHSC_02717	YP_501180.1		0	0	1	50	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	28	22	0	5000	1	0	144	0	0	0	0	0	0	28	0	5000
SAOUHSC_02718	SAOUHSC_02718	YP_501181.1		0	1	0	54	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	36	18	0	5000	1	0	1734	0	0	0	0	0	0	36	0	5000
SAOUHSC_02719	SAOUHSC_02719	YP_501182.1		0	2	3	54	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	38	16	0	5000	5	0	1764	0	0	0	0	0	0	38	0	5000
SAOUHSC_02720	SAOUHSC_02720	YP_501183.1		0	0	1	49	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	38	11	0	5000	1	0	108	0	0	0	0	0	0	38	0	5000
SAOUHSC_02721	SAOUHSC_02721	YP_501184.1		0	0	2	48	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	36	12	0	5000	2	0	108	0	0	0	0	0	0	36	0	5000
SAOUHSC_02722	SAOUHSC_02722	YP_501185.1		0	6	3	44	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	6	25	19	0	5000	9	0	387	0	0	0	0	0	0	25	0	5000
SAOUHSC_02723	SAOUHSC_02723	YP_501186.1		0	3	1	57	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	29	28	0	5000	4	0	1143	0	0	0	0	0	0	29	0	5000
SAOUHSC_02724	SAOUHSC_02724	YP_501187.1		0	4	1	60	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	33	27	0	5000	5	0	660	0	0	0	0	0	0	33	0	5000
SAOUHSC_02725	SAOUHSC_02725	YP_501188.1		0	3	0	66	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	36	30	0	5000	3	0	1212	0	0	0	0	0	0	36	0	5000
SAOUHSC_02726	SAOUHSC_02726	YP_501189.1		0	0	1	65	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	27	38	0	5000	1	0	474	0	0	0	0	0	0	27	0	5000
SAOUHSC_02727	SAOUHSC_02727	YP_501190.1		0	4	0	61	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	37	24	0	5000	4	0	570	0	0	0	0	0	0	37	0	5000
SAOUHSC_02728	SAOUHSC_02728	YP_501191.1		0	7	2	43	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	7	18	25	0	5000	9	0	807	0	0	0	0	0	0	18	0	5000
SAOUHSC_02729	SAOUHSC_02729	YP_501192.1		0	9	0	48	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	28	20	0	5000	9	0	1410	0	0	0	0	0	0	28	0	5000
SAOUHSC_02731	SAOUHSC_02731	YP_501193.1		0	3	0	79	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	31	48	0	5000	3	0	2079	0	0	0	0	0	0	31	0	5000
SAOUHSC_02732	SAOUHSC_02732	YP_501194.1		0	0	1	73	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	49	24	0	5000	1	0	102	0	0	0	0	0	0	49	0	5000
SAOUHSC_02733	SAOUHSC_02733	YP_501195.1		0	8	2	71	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	8	46	25	0	5000	10	0	1830	0	0	0	0	0	0	46	0	5000
SAOUHSC_02734	SAOUHSC_02734	YP_501196.1		0	0	0	66	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	20	0	5000	0	0	0	0	0	0	0	0	0	46	0	5000
SAOUHSC_02736	SAOUHSC_02736	YP_501197.1		0	18	11	43	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	18	20	23	0	5000	29	0	1497	0	0	0	0	0	0	20	0	5000
SAOUHSC_02737	SAOUHSC_02737	YP_501198.1		0	6	1	63	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	22	41	0	5000	7	0	852	0	0	0	0	0	0	22	0	5000
SAOUHSC_02739	SAOUHSC_02739	YP_501200.1		0	1	1	98	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	50	48	0	5000	2	0	936	0	0	0	0	0	0	50	0	5000
SAOUHSC_02740	SAOUHSC_02740	YP_501201.1		0	1	4	113	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	65	48	0	5000	5	0	1401	0	0	0	0	0	0	65	0	5000
SAOUHSC_02741	SAOUHSC_02741	YP_501202.1		0	1	0	102	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	62	40	0	5000	1	0	696	0	0	0	0	0	0	62	0	5000
SAOUHSC_02742	SAOUHSC_02742	YP_501203.1		0	8	1	79	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	58	21	0	5000	9	0	942	0	0	0	0	0	0	58	0	5000
SAOUHSC_02743	SAOUHSC_02743	YP_501204.1		0	3	1	79	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	57	22	0	5000	4	0	636	0	0	0	0	0	0	57	0	5000
SAOUHSC_02744	SAOUHSC_02744	YP_501205.1		0	28	6	52	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	28	29	23	0	5000	34	0	1227	0	0	0	0	0	0	29	0	5000
SAOUHSC_02745	SAOUHSC_02745	YP_501206.1		0	2	5	75	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	24	51	0	5000	7	0	120	0	0	0	0	0	0	24	0	5000
SAOUHSC_02746	SAOUHSC_02746	YP_501207.1		0	1	1	81	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	20	61	0	5000	2	0	141	0	0	0	0	0	0	20	0	5000
SAOUHSC_02747	SAOUHSC_02747	YP_501208.1		0	1	1	83	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	20	63	0	5000	2	0	600	0	0	0	0	0	0	20	0	5000
SAOUHSC_02750	SAOUHSC_02750	YP_501209.1		0	4	1	111	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	63	48	0	5000	5	0	1638	0	0	0	0	0	0	63	0	5000
SAOUHSC_02751	SAOUHSC_02751	YP_501210.1		0	1	5	108	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	58	50	0	5000	6	0	1353	0	0	0	0	0	0	58	0	5000
