ks_quality_p_value	fisher_strand_p_value	bias_p_value	bias_e_value
0.588276	1	0.900391	2540330
1	1	1	2821360
0.600143	0.426573	0.604827	1706430
1	0.450704	0.80989	2284990
0.927428	1.96195e-10	4.26275e-09	0.0120268
0.30693	0.728282	0.558428	1575530
0.30693	0.728282	0.558428	1575530
0.552878	0.728282	0.768937	2169450
0.259013	0.728282	0.503266	1419900
0.707125	0.728282	0.856739	2417170
0.669038	0.728282	0.837571	2363090
0.921041	0.728282	0.938631	2648220
0.999883	0.473282	0.827286	2334070
0.939409	1	0.998126	2816070
1	1	1	2821360
0.99986	1	1	2821360
0.9994	1	1	2821360
0.542237	1	0.874114	2466190
0.293425	1	0.653203	1842920
0.825524	1	0.983807	2775680
1	1	1	2821360
0.980329	0.410596	0.768817	2169110
0.279249	0.442177	0.381755	1077070
1	0.492647	0.841423	2373960
1	1	1	2821360
1	1	1	2821360
0.999627	1	1	2821360
0.999906	0.479452	0.831869	2347000
0.995134	1	0.999988	2821330
1	1	1	2821360
1	1	1	2821360
0.999921	0.475	0.828581	2337730
1	0.466216	0.821989	2319130
0.718246	0.466216	0.701209	1978360
0.998801	1	0.999999	2821360
0.971017	1	0.999576	2820160
0.992674	1	0.999973	2821290
0.88901	1	0.993599	2803300
0.88901	1	0.993599	2803300
0.569279	1	0.890002	2511020
0.994032	1.53785e-24	8.53576e-23	2.40825e-16
0.996599	2.13077e-14	6.89785e-13	1.94613e-06
0.997203	3.04596e-10	6.96025e-09	0.0196374
1	3.63515e-21	1.74719e-19	4.92945e-13
0.283798	0.903366	0.605328	1707850
1	0.523285	0.86218	2432520
0.0207729	0.823558	0.0867057	244628
0.0753715	0.629181	0.191997	541693
0.0654347	0.649929	0.176814	498855
0.483021	1	0.834513	2354460
0.761821	1	0.96907	2734100
0.927572	0.569423	0.865327	2441400
0.278491	0.785003	0.551008	1554590
0.202156	0.0665506	0.0714187	201498
0.274565	0.163608	0.184305	519990
0.158167	0.163608	0.120444	339815
0.274565	0.163608	0.184305	519990
0.976049	0.0151202	0.0769773	217181
0.999708	0.239461	0.581638	1641010
1	0.457364	0.815149	2299830
1	0.487395	0.837676	2363390
0.996674	1	0.999994	2821350
0.999903	1	1	2821360
0.990467	1	0.999954	2821230
0.593399	0.465517	0.631615	1782010
1	1	1	2821360
0.30622	1	0.668617	1886410
0.872748	1	0.991536	2797480
0.233153	1	0.572637	1615620
0.921448	0.492537	0.812384	2292030
1	1	1	2821360
1	0.505552	0.850391	2399260
0.528039	1	0.865237	2441150
1	1	1	2821360
0.963219	1	0.999315	2819430
0.676839	1	0.941024	2654970
0.999906	1	1	2821360
1	0.432203	0.794761	2242310
0.318527	0.288955	0.311604	879148
0.743765	0.0459333	0.14952	421850
0.145197	0.364305	0.20838	587914
0.897891	0.0515607	0.188549	531966
0.999888	0.485075	0.835964	2358560
0.987096	0.49635	0.839502	2368540
1	0.436508	0.798351	2252440
1	1	1	2821360
0.993444	1	0.999978	2821300
1	1.9656e-12	5.49488e-11	0.00015503
0.999873	0.492063	0.840965	2372670
1	4.23014e-13	1.24753e-11	3.51972e-05
1	1	1	2821360
0.999858	0.487395	0.837626	2363250
0.999744	1	1	2821360
0.54673	0.467153	0.604011	1704130
0.98632	1	0.999906	2821100
1	0.483333	0.83474	2355100
1	1	1	2821360
0.754354	1	0.967001	2728260
0.938304	1	0.998056	2815880
0.689411	1	0.945815	2668490
1	1	1	2821360
0.202115	1	0.525281	1482010
1	1	1	2821360
0.914829	1	0.996265	2810820
0.891187	1	0.993853	2804020
1	0.428571	0.791699	2233670
1	0.467532	0.822991	2321950
0.99849	0.472603	0.826283	2331240
1	0.435115	0.797193	2249170
0.999195	0.493333	0.841627	2374530
0.246399	1	0.591555	1668990
0.913435	1	0.99614	2810470
0.998392	1	0.999999	2821360
0.960557	1	0.999212	2819140
0.298958	0.428571	0.391389	1104250
0.525259	1	0.863454	2436120
1	0.196268	0.515847	1455390
0.879689	0.445378	0.758913	2141170
1	1	1	2821360
1	0.453237	0.811902	2290670
0.931161	1	0.997574	2814520
1	1	1	2821360
1	3.75212e-14	1.19745e-12	3.37843e-06
0.999698	0.496252	0.843856	2380820
1	1	1	2821360
1	0.486667	0.837152	2361910
1	0.49635	0.844031	2381310
1	1	1	2821360
0.675539	1	0.940515	2653530
0.862995	1	0.990154	2793580
0.52045	1	0.860336	2427320
0.980643	0.477273	0.823372	2323030
0.625946	0.453901	0.641642	1810300
1	1	1	2821360
0.967214	0.136309	0.39897	1125640
1	0.200152	0.522132	1473120
0.217273	0.201682	0.180874	510311
0.730148	0.260623	0.506025	1427680
0.846565	0.333027	0.638879	1802510
0.272906	0.430261	0.368935	1040900
0.0771493	0.376676	0.131887	372100
0.462957	0.292354	0.40603	1145560
0.183968	0.519477	0.319951	902697
0.862665	0.628895	0.874291	2466690
0.853718	0.494379	0.786133	2217960
0.908816	0.62453	0.889044	2508310
0.15463	0.278308	0.178411	503361
0.750908	1	0.966022	2725500
0.531066	0.673845	0.725598	2047170
0.432521	1	0.795027	2243060
0.930703	0.679376	0.922139	2601690
0.110622	0.67018	0.267029	753385
0.718856	0.334137	0.582788	1644250
0.945888	0.210557	0.520539	1468630
0.801941	0.154722	0.383009	1080610
0.995597	0.0802807	0.281875	795270
1	1	1	2821360
0.993154	1	0.999977	2821290
0.582101	0.481752	0.636975	1797140
0.944621	0.420168	0.763663	2154570
0.298646	1	0.659558	1860850
1	1	1	2821360
0.999838	0.734239	0.961024	2711400
1	1	1	2821360
1	1	1	2821360
0.132489	0.469516	0.234971	662937
0.13848	0.467943	0.242124	683120
1	4.09041e-11	1.01932e-09	0.00287587
0.0402731	0.580712	0.111219	313789
1	0.692289	0.94688	2671490
0.00964697	0.836681	0.0469711	132522
0.667486	0.864942	0.894485	2523670
0.9522	1.28431e-08	2.35039e-07	0.663129
1	0.440299	0.801476	2261250
0.998444	1	0.999999	2821360
0.623172	0.476562	0.657541	1855160
1	1	1	2821360
1	1	1	2821360
0.958306	1	0.999118	2818870
0.653089	1	0.931332	2627630
0.839232	1	0.986323	2782770
0.99943	1	1	2821360
0.29059	1	0.649713	1833080
0.999632	0.452703	0.811347	2289100
0.984161	1	0.999874	2821010
0.997027	0.487179	0.836477	2360000
1	1.10516e-12	3.15315e-11	8.89616e-05
1	1.60989e-20	7.49816e-19	2.1155e-12
0.996344	3.27885e-13	9.71883e-12	2.74203e-05
0.566149	1	0.88823	2506020
1	1	1	2821360
1	0.476923	0.830037	2341830
0.965615	1	0.999402	2819670
0.939478	0.415493	0.757553	2137330
0.276876	1	0.632436	1784330
0.925601	1	0.997161	2813350
1	1	1	2821360
0.830297	0.428571	0.723522	2041320
0.274933	0.46087	0.388471	1096020
0.999919	1	1	2821360
0.920409	0.442029	0.772732	2180160
1	1	1	2821360
1	0.478873	0.831477	2345900
0.54649	0.474187	0.609077	1718430
0.726145	0.487805	0.72184	2036570
0.99902	1	1	2821360
0.943061	1	0.998347	2816700
1	1	1	2821360
0.934019	0.448	0.782995	2209110
0.996562	1	0.999994	2821340
0.524416	0.434109	0.564565	1592840
1	1.18933e-16	4.47996e-15	1.26396e-08
0.984069	2.57945e-10	5.86216e-09	0.0165393
0.999845	0.447368	0.807164	2277300
0.242759	1	0.586429	1654530
0.999897	0.478571	0.831218	2345170
0.923101	0.131783	0.377916	1066240
0.25197	1	0.599297	1690830
0.999879	0.48062	0.832717	2349400
1	1	1	2821360
0.225416	0.396694	0.30532	861417
0.999752	0.232653	0.571825	1613320
1	0.477273	0.830296	2342560
0.818393	0.247273	0.525682	1483140
1	0.482014	0.833779	2352390
0.999886	0.473684	0.827588	2334920
0.962097	0.453846	0.798463	2252750
1	0.492537	0.841345	2373740
1	1	1	2821360
1	1	1	2821360
0.791944	1	0.976677	2755560
0.932555	0.489655	0.814574	2298210
0.989972	1.01741e-19	4.50645e-18	1.27143e-11
1	1	1	2821360
1	1	1	2821360
0.837229	0.460938	0.753355	2125490
0.243463	0.465116	0.359901	1015410
0.997835	1	0.999998	2821350
0.984002	1	0.999871	2821000
1	0.479452	0.831903	2347100
1	0.491667	0.840728	2372000
1	0.496124	0.843872	2380870
1	1	1	2821360
1	0.442748	0.803479	2266900
1	0.487603	0.837826	2363810
1	0.426357	0.789817	2228360
0.973523	1	0.999646	2820360
0.979422	1	0.999787	2820760
0.999871	1	1	2821360
0.996057	1	0.999992	2821340
0.999896	0.453237	0.811865	2290560
1	0.453125	0.811813	2290420
0.999577	1	1	2821360
1	1	1	2821360
1	1	1	2821360
0.99688	1	0.999995	2821350
1	1	1	2821360
0.999875	1	1	2821360
0.997685	1	0.999997	2821350
1	0.431373	0.794063	2240340
0.558663	0.444444	0.594204	1676460
0.999869	0.451613	0.810566	2286900
1	0.496241	0.843954	2381100
1	0.470588	0.825304	2328480
1	0.448819	0.808384	2280740
1	0.427184	0.790522	2230350
0.998761	1	0.999999	2821360
1	0.392857	0.759907	2143970
0.771851	0.483333	0.740904	2090360
1	1	1	2821360
1	1	1	2821360
0.886823	1	0.993339	2802570
0.91647	1	0.99641	2811230
0.973647	1	0.99965	2820370
0.235014	0.485507	0.361776	1020700
1	1	1	2821360
0.999883	0.48855	0.838464	2365610
0.999516	0.496124	0.843703	2380390
0.999865	1	1	2821360
0.986671	1	0.999911	2821110
0.146625	0.483871	0.258661	729777
0.970927	0.483871	0.824712	2326810
0.998927	1	0.999999	2821360
1	1	1	2821360
0.987503	0.464912	0.816505	2303660
0.27803	0.462963	0.392606	1107680
1	1	1	2821360
1	1	1	2821360
0.984662	1	0.999882	2821030
1	1	1	2821360
0.598976	0.495868	0.65758	1855270
0.962411	1	0.999284	2819340
1	1	1	2821360
0.9994	0.456897	0.814568	2298190
0.974737	0.374206	0.732618	2066980
1	0.485294	0.836162	2359110
1	1	1	2821360
1	0.491525	0.840627	2371710
0.516072	1	0.857458	2419200
0.148362	1	0.431452	1217280
0.53794	1	0.871467	2458720
0.999906	1	1	2821360
1	1	1	2821360
1	5.30272e-28	3.38336e-26	9.54567e-20
1	3.21115e-10	7.34043e-09	0.02071
1	1	1	2821360
0.999345	0.405405	0.771193	2175810
0.242861	1	0.586574	1654940
0.97359	9.76591e-13	2.72703e-11	7.69394e-05
0.977153	1.24209e-11	3.172e-10	0.000894936
1	5.51193e-17	2.11862e-15	5.9774e-09
0.999523	0.492308	0.841016	2372810
0.995273	4.93098e-13	1.44005e-11	4.06289e-05
0.970457	0.479675	0.821444	2317590
1	0.45	0.809328	2283410
0.994426	1	0.999984	2821320
0.305077	1	0.667262	1882590
0.655042	1	0.932161	2629960
0.84993	1	0.98813	2787870
0.276649	0.472868	0.396896	1119790
0.99977	0.501025	0.847204	2390270
0.984662	0.452555	0.805804	2273460
0.250907	0.492537	0.381971	1077680
0.236956	1	0.578145	1631150
1	1	1	2821360
1	1	1	2821360
0.99902	0.455882	0.813636	2295560
1	1	1	2821360
1	0.487342	0.837638	2363280
0.994719	3.44602e-17	1.33383e-15	3.76323e-09
0.86385	8.58312e-07	1.12068e-05	31.6184
0.978642	1	0.99977	2820710
0.998604	0.438596	0.799572	2255880
0.999268	1	1	2821360
0.99981	1	1	2821360
1	0.481132	0.833135	2350570
0.999523	0.430769	0.793383	2238420
0.281262	0.459459	0.393652	1110640
0.97247	1	0.999618	2820280
1	0.465517	0.821455	2317620
1	0.493827	0.842257	2376310
0.999813	0.442308	0.803053	2265700
0.673635	1	0.939766	2651420
0.265042	0.409836	0.349753	986781
0.980375	1	0.999806	2820810
0.876018	0.479339	0.784271	2212710
0.949527	0.450382	0.790917	2231460
1	0.491935	0.840918	2372530
0.999839	0.383929	0.751404	2119980
0.632086	0.68109	0.793335	2238280
0.0788914	0.68109	0.210831	594831
1	0.485437	0.836265	2359410
1	1	1	2821360
1	1	1	2821360
0.980375	0.468468	0.81664	2304040
0.999881	0.492308	0.841141	2373160
0.999558	0.496296	0.843839	2380770
0.966257	0.478261	0.818847	2310260
0.996976	1	0.999995	2821350
0.996143	1	0.999993	2821340
0.912482	1	0.996053	2810230
0.91774	1	0.99652	2811540
0.660938	1	0.934629	2636930
1	1	1	2821360
0.999862	1	1	2821360
0.984495	0.163559	0.455084	1283960
1	0.403509	0.769716	2171650
0.246459	1	0.591639	1669230
0.716276	1	0.95529	2695220
0.980596	1	0.999811	2820830
0.814344	1	0.981588	2769410
0.541861	1	0.873884	2465540
0.708395	1	0.952617	2687680
0.818293	1	0.982389	2771670
0.847423	0.0504501	0.177523	500856
0.268968	0.0555581	0.0777576	219382
0.547726	0.126973	0.25494	719278
0.916854	0.248791	0.565232	1594720
0.328924	0.248203	0.286184	807429
0.945298	0.316988	0.660769	1864270
0.814344	0.388768	0.680716	1920550
0.141278	0.462082	0.243439	686829
0.439678	0.634041	0.634867	1791190
0.804377	1	0.97948	2763470
0.961426	1	0.999246	2819230
0.944909	0.0808556	0.272887	769911
0.576133	0.163731	0.317041	894488
0.569122	0.312752	0.485213	1368960
0.876263	0.315967	0.632429	1784310
0.81197	0.200959	0.458996	1294990
0.998517	0.218471	0.550295	1552580
0.536311	1	0.870455	2455870
0.961038	0.652464	0.919709	2594830
0.459566	1	0.816866	2304670
1	1	1	2821360
0.909631	1	0.995788	2809480
0.490235	1	0.839709	2369120
0.688825	1	0.945597	2667870
1	1	1	2821360
1	0.432432	0.794953	2242850
0.999858	0.462185	0.818844	2310250
1	1	1	2821360
0.9961	1	0.999992	2821340
1	1	1	2821360
0.977187	0.567871	0.881727	2487670
1	0.780611	0.973951	2747870
0.993769	0.780611	0.972732	2744430
0.945303	0.780611	0.962187	2714680
1	0.780611	0.973951	2747870
1	0.474747	0.828421	2337280
0.992606	0.40404	0.76748	2165340
1	0.496124	0.843872	2380870
1	1	1	2821360
0.998719	1	0.999999	2821360
1	0.401639	0.768015	2166850
1	1	1	2821360
1	0.470149	0.824973	2327550
0.259974	0.428571	0.35592	1004180
0.934459	0.425	0.76389	2155210
0.99983	1	1	2821360
1	0.45614	0.81419	2297120
1	0.483607	0.834939	2355660
1	0.48855	0.838505	2365720
1	0.433628	0.795954	2245670
0.999897	1	1	2821360
1	1	1	2821360
1	1	1	2821360
0.901452	0.489362	0.802163	2263190
0.999612	0.479167	0.831556	2346120
1	0.44186	0.802755	2264860
1	1	1	2821360
0.205917	0.490385	0.332506	938121
0.99803	0.504161	0.84876	2394660
0.248358	0.0963908	0.113287	319623
0.872513	0.581439	0.851589	2402640
0.388077	0.749922	0.650254	1834600
0.882058	0.591652	0.861262	2429930
0.0770709	0.0794175	0.0373127	105272
0.930181	0.506386	0.825638	2329420
0.0211843	0.705683	0.0777831	219454
0.351153	0.849996	0.659356	1860280
0.166566	0.0751212	0.0673306	189964
0.893165	0.163498	0.426986	1204680
1	1	1	2821360
0.00352666	1	0.0234432	66141.6
0.00195912	0.839061	0.0121819	34369.5
0.202505	0.535172	0.349201	985223
1	0.159858	0.452953	1277940
0.953523	0.114957	0.351949	992974
0.350368	1	0.717824	2025240
0.263894	0.419643	0.354434	999986
1	0.465649	0.821555	2317900
0.999824	0.411215	0.776572	2190990
0.986333	1	0.999906	2821100
1	0.476562	0.82977	2341080
0.999368	0.495575	0.843267	2379160
1	1	1	2821360
0.870459	0.47541	0.778948	2197690
0.993479	1	0.999979	2821300
0.997023	1	0.999996	2821350
1	1	1	2821360
0.958306	0.487179	0.822485	2320530
0.70042	1	0.949822	2679790
1	1	1	2821360
1	0.463636	0.820013	2313550
0.213074	0.480769	0.335846	947542
0.151332	1	0.43709	1233190
0.254453	1	0.602707	1700450
0.995778	0.495935	0.842267	2376340
1	0.45614	0.81419	2297120
0.989262	0.430894	0.789741	2228140
0.642663	1	0.926807	2614860
0.998579	1	0.999999	2821360
0.99212	0.4	0.763616	2154440
0.0558605	0.361081	0.0989054	279048
1	0.731757	0.96029	2709320
0.970171	0.731757	0.953144	2689160
0.288014	0.698707	0.523875	1478040
0.822429	0.69714	0.89228	2517440
1	0.809784	0.980639	2766740
0.582546	1	0.897323	2531670
0.997475	1	0.999997	2821350
1	0.497224	0.844642	2383040
0.9961	0.472527	0.825377	2328690
0.945518	1	0.998488	2817100
0.968003	1	0.999483	2819900
1	1	1	2821360
1	1	1	2821360
0.996446	1	0.999994	2821340
0.999813	1	1	2821360
0.703333	0.485075	0.708054	1997680
1	1	1	2821360
0.951516	0.460784	0.799951	2256950
1	0.455882	0.813987	2296550
0.988335	1	0.999932	2821170
0.969919	1	0.999543	2820070
0.273225	0.423423	0.365214	1030400
0.294686	0.473282	0.414212	1168640
0.645854	0.482759	0.67516	1904870
0.583696	0.475	0.632923	1785700
0.982842	1	0.999852	2820940
0.999458	1	1	2821360
1	0.482759	0.834322	2353920
0.280767	1	0.637406	1798350
1	0.482014	0.833779	2352390
0.832211	0.86402	0.956209	2697810
0.870803	1	0.991269	2796730
0.301773	1	0.663321	1871470
0.562316	0.420809	0.577672	1629820
0.902023	1	0.995035	2807350
0.763397	1	0.969497	2735300
0.0544069	1	0.2128	600385
0.607946	0.786185	0.830802	2343990
0.0357221	1	0.154748	436599
0.919813	1	0.996695	2812040
0.1865	0.675174	0.386841	1091420
0.500975	0.557682	0.635647	1793390
1	0.394301	0.761254	2147770
0.653852	1	0.931657	2628540
1	1	1	2821360
0.796432	0.424	0.704293	1987060
1	0.474138	0.827967	2335990
0.999853	0.478632	0.831248	2345250
0.997645	0.478632	0.830468	2343050
0.99943	0.420168	0.784288	2212760
1	0.423423	0.787306	2221270
0.99943	0.495798	0.843445	2379660
0.991906	0.492063	0.838169	2364780
1	1	1	2821360
1	1	1	2821360
0.999891	0.433824	0.796078	2246020
1	0.471698	0.82614	2330840
0.987585	0.789804	0.9738	2747440
0.944851	0.578303	0.876652	2473350
0.90705	0.277156	0.598502	1688590
0.515715	0.187695	0.322831	910824
0.930464	0.61146	0.889812	2510480
1	0.502999	0.848643	2394330
1	0.495327	0.843313	2379290
0.999862	1	1	2821360
0.447469	0.578619	0.608774	1717570
0.592043	0.222406	0.398633	1124690
1	0.222406	0.556738	1570760
0.976075	0.848846	0.98438	2777290
0.815425	1	0.981809	2770040
0.771139	0.878844	0.941364	2655930
0.972416	0.885128	0.989815	2792620
0.961214	0.666665	0.925984	2612530
1	1	1	2821360
0.585847	1	0.899098	2536680
0.356661	0.838551	0.660081	1862330
0.599099	1	0.906034	2556250
1	0.488	0.838111	2364610
0.916731	1	0.996433	2811300
1	1	1	2821360
1	1	1	2821360
0.998241	1	0.999998	2821360
0.986647	1	0.99991	2821110
0.999625	1	1	2821360
0.265222	1	0.617221	1741400
0.894833	1	0.994265	2805180
1	0.492063	0.841009	2372790
0.934183	1	0.997785	2815110
0.621608	0.49505	0.670396	1891430
1	1	1	2821360
1	1	1	2821360
0.846934	1	0.987637	2786480
1	1	1	2821360
1	0.461538	0.818395	2308990
1	1	1	2821360
1	0.465649	0.821555	2317900
1	0.404762	0.770851	2174850
1	0.434426	0.79662	2247550
0.990613	1	0.999956	2821240
0.61039	0.0310517	0.0941192	265544
0.637533	0.0160916	0.0572407	161497
0.999523	0.0152998	0.0792213	223512
0.752327	0.0152998	0.0628989	177461
0.647959	0.0121988	0.0461639	130245
0.532636	0.00639319	0.0227553	64201
0.657683	0.00593769	0.0255608	72116.4
0.999845	1	1	2821360
0.996779	0.496	0.842662	2377450
0.984474	0.0919762	0.308033	869073
0.858151	0.240042	0.531443	1499390
0.908979	0.258224	0.574914	1622040
0.563333	0.252045	0.419145	1182560
0.762503	0.164181	0.385322	1087130
0.880112	0.162351	0.420902	1187520
0.974693	0.458647	0.806955	2276710
0.999881	0.484615	0.835629	2357610
0.815037	0.106463	0.298882	843254
0.147004	0.107059	0.0810776	228749
0.290034	0.105033	0.136817	386012
0.0409646	0.105033	0.0277458	78280.8
0.704758	0.109963	0.275698	777844
0.00189206	0.108364	0.00194622	5490.99
0.0685925	0.176803	0.0656369	185185
0.167926	0.114635	0.0952931	268856
0.414099	0.109928	0.186162	525232
0.311861	0.318501	0.328709	927407
0.019747	0.457891	0.0515925	145561
0.765883	1	0.970164	2737180
0.405544	1	0.771558	2176840
0.571324	0.818211	0.822939	2321810
0.919116	0.818211	0.966343	2726400
0.312751	0.817837	0.604519	1705570
0.752919	0.818405	0.91455	2580280
0.190387	1	0.506181	1428120
0.356546	0.819467	0.651671	1838600
0.129454	0.816618	0.343256	968448
0.6831	0.648518	0.803686	2267490
0.593622	1	0.903203	2548260
0.976794	1	0.999729	2820600
1	0.486726	0.837195	2362030
1	8.19107e-18	3.30456e-16	9.32337e-10
1	1.72953e-21	8.44123e-20	2.38158e-13
1	7.63362e-17	2.90928e-15	8.20813e-09
0.996462	1.17196e-10	2.78765e-09	0.00786497
0.975898	0.0140462	0.0725109	204580
1	0.470085	0.824925	2327410
0.996727	1	0.999995	2821350
0.876206	0.140991	0.381881	1077420
0.495309	0.127093	0.237034	668758
1	0.456522	0.814489	2297970
1	0.455556	0.81373	2295830
1	1	1	2821360
0.999449	1	1	2821360
0.585561	1	0.898944	2536250
0.20494	0.813914	0.465539	1313450
0.946554	0.829115	0.974978	2750770
0.692669	0.829115	0.89281	2518940
0.514671	0.829115	0.790128	2229240
0.386035	0.669943	0.608379	1716460
0.470979	0.336182	0.450152	1270040
0.126218	0.33514	0.176095	496829
0.604288	0.337547	0.528247	1490370
0.034508	0.44375	0.0793064	223752
0.00324478	0.333598	0.008474	23908.2
0.603323	0.252725	0.439242	1239260
0.971703	0.249836	0.58644	1654560
0.975425	0.244746	0.580694	1638350
0.118252	0.32689	0.164404	463842
0.459878	0.155461	0.260103	733843
0.932368	0.155461	0.424895	1198780
0.767698	0.0634789	0.195974	552912
0.0700242	0.154952	0.0599327	169092
0.704072	0.154952	0.350804	989745
0.509465	0.0618079	0.140381	396067
0.998002	1	0.999998	2821360
1	0.48855	0.838505	2365720
0.985673	0.476923	0.824929	2327420
1	1	1	2821360
0.515792	1	0.857273	2418680
1	1	1	2821360
1	0.422414	0.786437	2218820
1	0.472603	0.826819	2332750
0.999141	1	1	2821360
1	0.489583	0.839244	2367810
1	1	1	2821360
1	0.394495	0.761434	2148280
0.242122	0.438095	0.34406	970717
0.994895	4.07563e-10	9.17443e-09	0.0258844
0.996727	0.459677	0.815781	2301610
1	0.478261	0.831026	2344620
0.949522	1	0.998704	2817700
1	1	1	2821360
1	0.436364	0.798231	2252100
0.872746	0.444444	0.755232	2130780
1	1	1	2821360
1	0.462264	0.818956	2310570
1	0.4	0.766516	2162620
0.997762	0.483333	0.833952	2352880
0.9995	0.480315	0.83236	2348390
1	0.436508	0.798351	2252440
0.928802	0.460993	0.79136	2232710
0.995581	1	0.99999	2821330
0.695787	0.492424	0.709614	2002080
0.670502	1	0.938521	2647910
1	0.472	0.826366	2331480
1	1	1	2821360
0.999875	0.488189	0.838202	2364870
1	0.452381	0.811223	2288750
1	1	1	2821360
1	0.3875	0.754865	2129750
0.999833	1	1	2821360
0.996979	0.114829	0.362603	1023030
0.458474	1	0.816015	2302270
0.551534	1	0.879725	2482020
0.997285	1	0.999996	2821350
1	0.485294	0.836162	2359110
1	0.462185	0.818895	2310400
0.999813	0.461538	0.818329	2308800
0.288164	1	0.646705	1824590
0.271691	0.491071	0.402161	1134640
0.717304	1	0.955632	2696180
0.565577	1	0.887904	2505100
0.638619	1	0.925006	2609780
0.790969	0.449612	0.723303	2040700
0.693225	0.488372	0.70523	1989710
1	0.483333	0.83474	2355100
1	0.467153	0.822703	2321140
0.973364	0.479339	0.822259	2319890
0.999777	1	1	2821360
0.815442	0.484848	0.762243	2150560
0.673634	0.491803	0.697292	1967310
0.282931	1	0.640146	1806080
1	1	1	2821360
0.998384	1	0.999999	2821360
0.999034	0.452555	0.811015	2288160
0.991091	0.446667	0.80343	2266760
0.91778	0.419355	0.752368	2122700
1	1	1	2821360
1	2.19944e-12	6.12387e-11	0.000172776
0.60422	0.469697	0.641242	1809180
0.998033	0.46875	0.823216	2322590
0.999761	1	1	2821360
1	1	1	2821360
1	1	1	2821360
1	1	1	2821360
0.526286	0.478632	0.599197	1690550
0.24542	1	0.590182	1665120
1	1	1	2821360
1	1	1	2821360
1	1	1	2821360
0.999571	0.474453	0.828049	2336230
0.519112	1	0.859461	2424850
0.255565	1	0.604226	1704740
0.99983	1	1	2821360
0.936913	0.496403	0.821125	2316690
1	1	1	2821360
0.999544	1	1	2821360
0.987054	1	0.999916	2821120
1	1	1	2821360
1	1	1	2821360
1	0.42735	0.790663	2230750
1	0.392523	0.759595	2143090
0.996779	0.472	0.825223	2328250
1	0.496599	0.844204	2381810
1	0.379845	0.747532	2109060
1	1	1	2821360
1	1	1	2821360
1	1	1	2821360
1	0.45122	0.810301	2286150
0.997562	1	0.999997	2821350
1	1	1	2821360
1	1	1	2821360
1	1	1	2821360
0.473834	0.566404	0.621396	1753180
1	0.41235	0.777644	2194010
0.740968	0.26751	0.519008	1464310
1	0.252334	0.599799	1692250
1	0.124567	0.38403	1083490
0.926449	0.0983133	0.309315	872688
0.991382	0.0484319	0.193799	546776
0.920852	0.409365	0.744733	2101160
0.852021	0.409365	0.716163	2020550
1	1	1	2821360
0.218772	0.631575	0.411647	1161410
0.346864	0.805647	0.635729	1793620
0.434402	0.350516	0.438848	1238150
0.675089	0.551128	0.739916	2087570
0.629879	0.44018	0.632929	1785720
0.384399	0.761682	0.652423	1840720
0.137758	0.755233	0.339479	957792
1	0.755233	0.967249	2728960
0.528587	0.756949	0.76662	2162910
0.990088	0.756949	0.965602	2724310
0.960937	0.756949	0.95891	2705430
0.852666	0.756949	0.928022	2618280
0.969699	1	0.999536	2820050
0.347201	1	0.714488	2015830
0.67156	1	0.938943	2649100
0.703415	1	0.950882	2682780
0.670814	1	0.938646	2648260
0.422035	1	0.786111	2217900
0.65253	1	0.931094	2626950
0.406267	1	0.77221	2178680
0.869545	1	0.991095	2796240
0.880576	1	0.992567	2800390
0.691658	0.451709	0.675901	1906960
0.965446	1	0.999396	2819660
1	1	1	2821360
0.621778	1	0.91723	2587840
0.685762	1	0.944448	2664630
0.891023	0.752336	0.93846	2647730
0.106077	0.752708	0.281667	794683
1	0.731857	0.960321	2709410
0.924089	1	0.997043	2813020
0.991701	0.4375	0.796155	2246240
0.569863	0.537786	0.668905	1887220
0.351723	0.534579	0.502246	1417020
1	0.663392	0.935641	2639780
0.952754	0.663392	0.922026	2601370
0.985629	0.663392	0.93166	2628550
0.96445	0.687713	0.935589	2639630
1	0.468966	0.824078	2325020
1	1	1	2821360
0.720215	0.0225179	0.0830617	234347
0.953958	0.166109	0.450386	1270700
1	0.142952	0.421029	1187880
0.743028	0.622702	0.81928	2311480
1	0.565685	0.887966	2505270
0.382381	0.593118	0.563296	1589260
0.976516	0.498389	0.837166	2361950
0.89079	0.135119	0.3752	1058580
0.965739	0.20572	0.519746	1466390
0.893704	0.20572	0.49523	1397220
0.161772	0.230885	0.160137	451805
0.944459	0.287972	0.626102	1766460
0.361218	1	0.729037	2056880
0.851839	0.230885	0.516511	1457260
0.1892	0.230885	0.180447	509105
0.671965	0.363968	0.588992	1661760
0.124219	0.46311	0.221795	625765
1	0.010389	0.0578355	163175
0.987726	0.236364	0.573088	1616890
0.99963	1	1	2821360
0.982022	1	0.999837	2820900
0.219484	1	0.552326	1558310
1	1	1	2821360
1	1	1	2821360
0.595643	0.30285	0.489333	1380580
0.901485	0.142415	0.391924	1105760
0.898772	0.137442	0.381862	1077370
0.544491	0.142415	0.275817	778178
0.985958	0.670084	0.93452	2636620
0.989216	0.409146	0.770826	2174780
1	0.397658	0.764363	2156550
0.981698	0.329583	0.688646	1942920
0.995393	0.329583	0.693707	1957200
0.959291	0.329583	0.680227	1919170
0.956593	0.329583	0.679202	1916270
1	1	1	2821360
1	1	1	2821360
0.84786	0.254933	0.547241	1543960
