# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_frameshift_variant+missense_variant	variants_effect_inframe_deletion	variants_effect_inframe_insertion	variants_effect_missense_variant	variants_effect_missense_variant+disruptive_inframe_deletion	variants_effect_start_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant	bases_affected_DOWNSTREAM	total_score_DOWNSTREAM	length_DOWNSTREAM	bases_affected_EXON	total_score_EXON	length_EXON	bases_affected_TRANSCRIPT	total_score_TRANSCRIPT	length_TRANSCRIPT	bases_affected_UPSTREAM	total_score_UPSTREAM	length_UPSTREAM
SAOUHSC_02816	SAOUHSC_02816	YP_501274.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02817	SAOUHSC_02817	YP_501275.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
SAOUHSC_02818	SAOUHSC_02818	YP_501276.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
SAOUHSC_02819	SAOUHSC_02819	YP_501277.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
SAOUHSC_02820	SAOUHSC_02820	YP_501278.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
SAOUHSC_02821	SAOUHSC_02821	YP_501279.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
SAOUHSC_02822	SAOUHSC_02822	YP_501280.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
SAOUHSC_02823	SAOUHSC_02823	YP_501282.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
SAOUHSC_02841	SAOUHSC_02841	YP_501299.1		0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	5000
SAOUHSC_02842	SAOUHSC_02842	YP_501300.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02843	SAOUHSC_02843	YP_501301.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02844	SAOUHSC_02844	YP_501302.1		0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	5000
SAOUHSC_02845	SAOUHSC_02845	YP_501303.1		0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	5000
SAOUHSC_02846	SAOUHSC_02846	YP_501304.1		0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	5000
SAOUHSC_02848	SAOUHSC_02848	YP_501305.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02849	SAOUHSC_02849	YP_501306.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02850	SAOUHSC_02850	YP_501307.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02886	SAOUHSC_02886	YP_501339.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
SAOUHSC_02887	SAOUHSC_02887	YP_501340.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
SAOUHSC_02888	SAOUHSC_02888	YP_501341.1		0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	5000
SAOUHSC_02889	SAOUHSC_02889	YP_501342.1		0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	5000
SAOUHSC_02890	SAOUHSC_02890	YP_501343.1		0	0	0	3	3	0	0	0	0	0	0	0	0	0	3	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02891	SAOUHSC_02891	YP_501344.1		0	0	0	3	3	0	0	0	0	0	0	0	0	0	3	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02892	SAOUHSC_02892	YP_501345.1		0	0	0	3	3	0	0	0	0	0	0	0	0	0	3	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02893	SAOUHSC_02893	YP_501346.1		0	0	0	3	3	0	0	0	0	0	0	0	0	0	3	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02894	SAOUHSC_02894	YP_501347.1		0	0	0	3	1	0	0	0	0	0	0	0	0	2	1	0	5000	0	0	0	0	0	0	2	0	5000
SAOUHSC_02895	SAOUHSC_02895	YP_501348.1		0	0	0	3	1	0	0	0	0	0	0	0	0	2	1	0	5000	0	0	0	0	0	0	2	0	5000
SAOUHSC_02896	SAOUHSC_02896	YP_501349.1		0	1	0	2	1	0	0	0	0	0	0	0	1	1	1	0	5000	1	0	300	0	0	0	1	0	5000
SAOUHSC_02897	SAOUHSC_02897	YP_501350.1		0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	5000
SAOUHSC_02898	SAOUHSC_02898	YP_501351.1		0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	5000
SAOUHSC_02899	SAOUHSC_02899	YP_501352.1		0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	5000
SAOUHSC_02900	SAOUHSC_02900	YP_501353.1		0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	5000
SAOUHSC_02901	SAOUHSC_02901	YP_501354.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02958	SAOUHSC_02958	YP_501410.1		0	0	0	5	5	0	0	0	0	0	0	0	0	0	5	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02960	SAOUHSC_02960	YP_501411.1		0	0	0	5	5	0	0	0	0	0	0	0	0	0	5	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02961	SAOUHSC_02961	YP_501412.1		0	0	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	5	0	5000
SAOUHSC_02962	SAOUHSC_02962	YP_501413.1		0	0	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	5	0	5000
SAOUHSC_02963	SAOUHSC_02963	YP_501414.1		2	0	3	0	0	2	0	1	0	2	0	0	0	0	0	0	0	5	0	2634	0	0	0	0	0	0
SAOUHSC_02964	SAOUHSC_02964	YP_501415.1		0	0	0	5	5	0	0	0	0	0	0	0	0	0	5	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02965	SAOUHSC_02965	YP_501416.1		0	0	0	5	5	0	0	0	0	0	0	0	0	0	5	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02967	SAOUHSC_02967	YP_501417.1		0	0	0	5	5	0	0	0	0	0	0	0	0	0	5	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02968	SAOUHSC_02968	YP_501418.1		0	0	0	5	5	0	0	0	0	0	0	0	0	0	5	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02986	SAOUHSC_02986	YP_501435.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
SAOUHSC_02987	SAOUHSC_02987	YP_501436.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
SAOUHSC_02988	SAOUHSC_02988	YP_501437.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
SAOUHSC_02990	SAOUHSC_02990	YP_501439.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	6816	0	0	0	0	0	0
SAOUHSC_03025	SAOUHSC_03025	YP_501474.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_03026	SAOUHSC_03026	YP_501475.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
SAOUHSC_03027	SAOUHSC_03027	YP_501476.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
SAOUHSC_03028	SAOUHSC_03028	YP_501477.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_03030	SAOUHSC_03030	YP_501478.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_03031	SAOUHSC_03031	YP_501479.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
SAOUHSC_03032	SAOUHSC_03032	YP_501480.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
SAOUHSC_03033	SAOUHSC_03033	YP_501481.1		0	0	0	10	9	0	0	0	0	0	0	0	0	1	9	0	5000	0	0	0	0	0	0	1	0	5000
SAOUHSC_03034	SAOUHSC_03034	YP_501482.1		0	0	0	10	9	0	0	0	0	0	0	0	0	1	9	0	5000	0	0	0	0	0	0	1	0	5000
SAOUHSC_03035	SAOUHSC_03035	YP_501483.1		0	0	0	10	1	0	0	0	0	0	0	0	0	9	1	0	5000	0	0	0	0	0	0	9	0	5000
SAOUHSC_03036	SAOUHSC_03036	YP_501484.1		0	0	0	10	9	0	0	0	0	0	0	0	0	1	9	0	5000	0	0	0	0	0	0	1	0	5000
SAOUHSC_03037	SAOUHSC_03037	YP_501485.1		0	0	0	10	9	0	0	0	0	0	0	0	0	1	9	0	5000	0	0	0	0	0	0	1	0	5000
SAOUHSC_03037a	SAOUHSC_03037a	YP_008530244.1		0	4	5	0	0	0	0	0	0	5	0	0	4	0	0	0	0	9	0	192	0	0	0	0	0	0
SAOUHSC_03040	SAOUHSC_03040	YP_501487.1		0	0	0	9	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	9	0	5000
SAOUHSC_03041	SAOUHSC_03041	YP_501488.1		0	0	0	9	9	0	0	0	0	0	0	0	0	0	9	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_03042	SAOUHSC_03042	YP_501489.1		0	0	0	9	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	9	0	5000
SAOUHSC_03045	SAOUHSC_03045	YP_501491.1		0	0	0	9	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	9	0	5000
SAOUHSC_03046	SAOUHSC_03046	YP_501492.1		0	0	0	9	9	0	0	0	0	0	0	0	0	0	9	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_03047	SAOUHSC_03047	YP_501493.1		0	0	0	9	9	0	0	0	0	0	0	0	0	0	9	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_03048	SAOUHSC_03048	YP_501494.1		0	0	0	9	9	0	0	0	0	0	0	0	0	0	9	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_03049	SAOUHSC_03049	YP_501495.1		0	0	0	9	9	0	0	0	0	0	0	0	0	0	9	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_1307a	SAOUHSC_1307a	YP_008530240.1		0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	5000
SAOUHSC_3042a	SAOUHSC_3042a	YP_008530245.1		0	0	0	9	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	9	0	5000
SAOUHSC_A00354	SAOUHSC_A00354	YP_498948.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
SAOUHSC_A00526	SAOUHSC_A00526	YP_499116.1		0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	5000
SAOUHSC_A01081	SAOUHSC_A01081	YP_499663.1		0	0	0	4	4	0	0	0	0	0	0	0	0	0	4	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_A02331	SAOUHSC_A02331	YP_500925.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
adhA; adhP	SAOUHSC_00608	YP_499171.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
argS	SAOUHSC_00611	YP_499174.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
cbiO	SAOUHSC_02482	YP_500950.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
cbiO	SAOUHSC_02483	YP_500951.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
clpP	SAOUHSC_00790	YP_499347.1		0	0	0	6	4	0	0	0	0	0	0	0	0	2	4	0	5000	0	0	0	0	0	0	2	0	5000
eno	SAOUHSC_00799	YP_499355.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
frr	SAOUHSC_01236	YP_499769.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
glmM	SAOUHSC_02405	YP_500881.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0	0	0	0
guaA	SAOUHSC_00375	YP_498964.1		0	0	0	10	10	0	0	0	0	0	0	0	0	0	10	0	5000	0	0	0	0	0	0	0	0	0
hemH	SAOUHSC_01961	YP_500460.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0	0	0	0
ileS	SAOUHSC_01159	YP_499699.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
leuS	SAOUHSC_01875	YP_500378.1		0	0	0	6	6	0	0	0	0	0	0	0	0	0	6	0	5000	0	0	0	0	0	0	0	0	0
lspA	SAOUHSC_01162	YP_499702.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
obgE	SAOUHSC_01753	YP_500259.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
pgk	SAOUHSC_00796	YP_499352.1		0	0	0	5	1	0	0	0	0	0	0	0	0	4	1	0	5000	0	0	0	0	0	0	4	0	5000
pheS	SAOUHSC_01092	YP_499637.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
pheT	SAOUHSC_01093	YP_499638.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
polC	SAOUHSC_01241	YP_499774.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
pyrB	SAOUHSC_01166	YP_499706.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
pyrH	SAOUHSC_01235	YP_499768.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
queA	SAOUHSC_01749	YP_500255.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
radC	SAOUHSC_01763	YP_500268.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
recR	SAOUHSC_00445	YP_499027.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
rplM	SAOUHSC_02478	YP_500947.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
rplQ	SAOUHSC_02484	YP_500952.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
rplU	SAOUHSC_01757	YP_500262.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
rpmA	SAOUHSC_01755	YP_500260.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
rpsI	SAOUHSC_02477	YP_500946.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
ruvA	SAOUHSC_01751	YP_500257.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
ruvB	SAOUHSC_01750	YP_500256.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
sdhA	SAOUHSC_01104	YP_499648.1		0	0	0	3	3	0	0	0	0	0	0	0	0	0	3	0	5000	0	0	0	0	0	0	0	0	0
sdhB	SAOUHSC_01105	YP_499649.1		0	0	0	3	3	0	0	0	0	0	0	0	0	0	3	0	5000	0	0	0	0	0	0	0	0	0
secG	SAOUHSC_00801	YP_499357.2		0	0	0	2	1	0	0	0	0	0	0	0	0	1	1	0	5000	0	0	0	0	0	0	1	0	5000
secY	SAOUHSC_02989	YP_501438.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
smpB	SAOUHSC_00804	YP_499360.1		0	0	0	2	1	0	0	0	0	0	0	0	0	1	1	0	5000	0	0	0	0	0	0	1	0	5000
tgt	SAOUHSC_01748	YP_500254.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
tmk	SAOUHSC_00451	YP_499030.1		0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	5000
tpiA	SAOUHSC_00797	YP_499353.1		0	0	0	5	1	0	0	0	0	0	0	0	0	4	1	0	5000	0	0	0	0	0	0	4	0	5000
truA	SAOUHSC_02480	YP_500948.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
tsf	SAOUHSC_01234	YP_499767.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
ulaA	SAOUHSC_00310	YP_498900.1		0	0	0	5	5	0	0	0	0	0	0	0	0	0	5	0	5000	0	0	0	0	0	0	0	0	0
