ks_quality_p_value	fisher_strand_p_value	bias_p_value	bias_e_value
0.897459	0.717956	0.927544	2616940
0.435439	0.717956	0.676131	1907610
0.955913	0.717956	0.944652	2665210
1	0.444444	0.804858	2270790
1	0.444444	0.804858	2270790
1	0.246623	0.591868	1669870
0.367867	1	0.735747	2075810
0.999907	0.442177	0.80298	2265500
0.999627	0.496599	0.844075	2381440
0.941653	1	0.998264	2816460
1	0.488372	0.838377	2365370
1	0.405594	0.771603	2176970
0.999936	0.497175	0.844585	2382880
1	0.473054	0.827156	2333710
0.99981	1	1	2821360
1	0.508176	0.852174	2404290
1	0.474684	0.828374	2337140
0.999921	1	1	2821360
0.838445	1	0.986184	2782380
0.999897	0.414286	0.779317	2198730
1	1	1	2821360
0.999946	0.487047	0.837407	2362630
0.909907	0.488889	0.805181	2271710
1	1	1	2821360
0.668922	1	0.937887	2646120
0.999665	0.432258	0.794685	2242090
1	0.477273	0.830296	2342560
0.927109	1	0.997276	2813680
0.781126	1	0.974079	2748230
1	1	1	2821360
1	1	1	2821360
1	1	1	2821360
0.995043	0.447205	0.805299	2272040
1	9.3454e-14	2.8972e-12	8.17404e-06
0.979826	0.465409	0.814095	2296860
0.999951	0.475248	0.828776	2338280
0.311408	1	0.674712	1903610
0.84888	0.497182	0.786122	2217930
1	1	1	2821360
1	0.420732	0.784984	2214720
0.974436	1	0.99967	2820430
0.969463	1	0.999529	2820030
0.772311	0.536991	0.77974	2199930
0.997344	0.654231	0.931078	2626910
0.887684	1	0.993442	2802860
1	1	1	2821360
0.999957	0.120252	0.374954	1057880
1	0.196277	0.515862	1455430
1	0.445545	0.805749	2273310
1	0.503981	0.849317	2396230
1	0.407643	0.773447	2182170
1	0.475309	0.828839	2338450
0.999725	0.48538	0.836127	2359020
0.989787	0.434524	0.79298	2237280
0.393923	0.497041	0.515077	1453220
0.998938	1	0.999999	2821360
0.897477	1	0.994555	2806000
0.999912	1	1	2821360
0.999938	0.488889	0.838726	2366350
1	1	1	2821360
0.999914	1	1	2821360
0.999409	1	1	2821360
1	0.486631	0.837127	2361840
1	0.428571	0.791699	2233670
1	0.471264	0.825814	2329920
0.999762	0.445652	0.80575	2273310
1	0.497076	0.844538	2382750
0.587774	1	0.900125	2539580
0.521614	1	0.861095	2429460
1	0.477987	0.830824	2344050
0.999914	0.457516	0.815237	2300080
0.847665	0.439024	0.74	2087810
1	1	1	2821360
1	1	1	2821360
0.999359	1	1	2821360
0.248225	1	0.594107	1676190
1	0.490446	0.839859	2369550
0.999669	0.480769	0.832753	2349500
0.924441	0.497006	0.816778	2304430
1	0.146807	0.428476	1208890
0.64199	0.146807	0.316847	893939
0.0847223	0.513633	0.179923	507628
0.215605	0.52402	0.359341	1013830
0.268211	0.710729	0.506577	1429240
0.87902	0.561525	0.84209	2375840
0.955586	0.148884	0.419703	1184130
0.967996	0.148884	0.423294	1194260
0.955586	0.148884	0.419703	1184130
0.939972	0.276058	0.609548	1719750
0.185255	1	0.497599	1403910
0.423071	1	0.787003	2220420
0.840134	1	0.98648	2783220
1	1	1	2821360
0.999937	1	1	2821360
0.989908	1	0.999949	2821220
0.999919	1	1	2821360
1	1	1	2821360
0.997934	1	0.999998	2821350
1	1	1	2821360
0.999948	1	1	2821360
0.995683	1	0.999991	2821330
0.334969	0.480447	0.454924	1283500
0.996026	0.787822	0.974951	2750690
0.0251882	1	0.117916	332682
1	1	1	2821360
1	1	1	2821360
1	1	1	2821360
1	1	1	2821360
0.999929	0.47619	0.829469	2340230
1	0.464286	0.820511	2314960
1	0.50391	0.849268	2396090
0.628991	0.25721	0.45647	1287870
1	0.632308	0.922145	2601700
0.539229	0.256067	0.411466	1160890
1	1	1	2821360
1	0.489247	0.839004	2367130
1	1	1	2821360
0.998357	0.478571	0.830674	2343630
1	1	1	2821360
1	0.389474	0.756731	2135010
1	0.482759	0.834322	2353920
1	1	1	2821360
0.482959	1	0.834468	2354340
0.371201	0.377778	0.415711	1172870
0.971442	1	0.999588	2820200
1	1	1	2821360
0.999915	1	1	2821360
0.999915	1	1	2821360
0.995338	0.46988	0.82311	2322290
1	1	1	2821360
0.704799	1	0.951368	2684150
0.880692	0.117257	0.337729	952855
1	1	1	2821360
1	0.599011	0.905989	2556120
1	0.599011	0.905989	2556120
1	0.599011	0.905989	2556120
1	0.599011	0.905989	2556120
1	0.599011	0.905989	2556120
1	0.599011	0.905989	2556120
1	0.599011	0.905989	2556120
2.90957e-08	1	5.33984e-07	1.50656
9.72508e-11	1	2.33924e-09	0.00659985
1	1	1	2821360
1	0.47561	0.829063	2339090
0.493768	0.478261	0.576982	1627870
1	1	1	2821360
1	1	1	2821360
1	1	1	2821360
0.999409	1	1	2821360
0.989585	0.438144	0.795915	2245560
0.998789	0.466258	0.821589	2318000
0.999327	1	1	2821360
1	1.26125e-20	5.90514e-19	1.66605e-12
0.222486	1	0.556859	1571100
0.999931	1	1	2821360
1	1	1	2821360
1	1	1	2821360
1	1	1	2821360
1	1	1	2821360
1	1	1	2821360
0.851376	0.456522	0.755974	2132880
0.473633	0.473373	0.559435	1578370
1	1	1	2821360
0.0132999	0.354862	0.0299981	84635.4
0.146607	0.354862	0.205813	580674
0.0509867	0.17931	0.0520646	146893
2.18058e-05	1	0.000255855	721.859
2.18058e-05	1	0.000255855	721.859
2.18058e-05	1	0.000255855	721.859
0.0132999	0.627805	0.0483076	136293
0.50373	0.491954	0.593531	1674570
0.306223	0.411043	0.386738	1091130
1	1	1	2821360
1	1	1	2821360
0.999552	1	1	2821360
1	1	1	2821360
0.999948	1	1	2821360
0.9333	1	0.997724	2814940
1	1.0957e-17	4.38855e-16	1.23817e-09
1	3.25061e-16	1.19176e-14	3.36238e-08
0.781042	0.215268	0.467915	1320160
0.627586	0.591025	0.738786	2084380
0.99628	0.256844	0.604668	1705990
1	1	1	2821360
0.97517	0.111737	0.350506	988905
0.996839	0.111737	0.355847	1003970
0.021241	0.451742	0.0541805	152863
1	1	1	2821360
1	1	1	2821360
0.999931	1	1	2821360
0.999366	0.449704	0.808864	2282100
0.810281	1	0.980743	2767030
0.999931	0.473684	0.827604	2334970
0.281195	1	0.637948	1799880
0.994871	1	0.999987	2821320
0.445854	1	0.805999	2274010
0.986396	0.186586	0.495559	1398150
0.877714	1	0.992198	2799350
0.958651	0.275095	0.615224	1735770
0.912271	0.381383	0.715253	2017990
0.952937	0.490909	0.823198	2322540
1	1	1	2821360
1	1	1	2821360
4.23724e-13	0.844148	1.06086e-11	2.99308e-05
1.99502e-12	0.694438	3.92142e-11	0.000110637
1.27914e-14	0.841891	3.5712e-13	1.00757e-06
1.18581e-12	0.841891	2.85847e-11	8.06477e-05
0.581162	0.294833	0.473612	1336230
0.327847	0.500727	0.460787	1300050
0.474002	0.500727	0.578705	1632740
0.944024	0.500727	0.82689	2332960
0.829746	0.500727	0.780401	2201790
0.921034	0.294833	0.625547	1764890
0.878501	0.294833	0.608905	1717940
0.529677	1	0.86628	2444090
1	0.479042	0.831601	2346250
0.388319	1	0.755641	2131940
0.446649	1	0.80664	2275820
0.535333	1	0.869844	2454150
1	0.426087	0.789587	2227710
0.698542	1	0.949151	2677900
1	0.489691	0.839321	2368030
0.999734	0.471264	0.825719	2329650
0.903882	0.488506	0.802503	2264150
0.761747	0.465517	0.722243	2037710
0.506033	1	0.850719	2400190
0.72084	0.477273	0.711127	2006350
0.999781	0.496296	0.843916	2380990
0.388591	0.532373	0.532836	1503320
0.373406	0.329634	0.380938	1074760
0.408868	0.426458	0.478912	1351180
0.0226324	0.421819	0.0539542	152224
1	1	1	2821360
0.968305	1	0.999492	2819930
0.999212	1	1	2821360
1	1	1	2821360
0.851812	1	0.988434	2788730
0.511335	1	0.854303	2410300
1	0.479167	0.831693	2346510
1	1	1	2821360
0.99922	0.497537	0.844589	2382890
1	0.419192	0.783648	2210960
1	1	1	2821360
0.99976	1	1	2821360
1	1	1	2821360
1	1	1	2821360
1	0.46988	0.82477	2326970
0.999754	1	1	2821360
0.999693	0.481481	0.833282	2350990
1	1	1	2821360
0.85295	0.516202	0.801473	2261240
1	1	1	2821360
0.637343	1	0.924432	2608160
0.999246	0.43871	0.799898	2256800
0.999884	1	1	2821360
0.813017	1	0.981314	2768640
0.792275	1	0.976754	2755770
0.439854	1	0.801112	2260230
1	1	1	2821360
0.987879	1	0.999926	2821150
1	1	1	2821360
1	0.104428	0.340358	960274
0.978642	1	0.99977	2820710
1	1	1	2821360
0.728217	1	0.959176	2706180
0.60465	0.469136	0.641069	1808690
0.736939	0.482558	0.723289	2040660
1	1	1	2821360
1	0.428571	0.791699	2233670
1	1	1	2821360
0.999944	0.468421	0.823646	2323800
1	0.392265	0.759354	2142410
0.999902	0.447552	0.807332	2277770
0.999934	1	1	2821360
0.999934	0.436782	0.798553	2253010
0.991013	1	0.999959	2821250
1	1	1	2821360
0.99946	1	1	2821360
1	0.484536	0.835613	2357570
1	1	1	2821360
0.70409	0.496888	0.717284	2023720
0.896359	0.496888	0.805623	2272950
0.569308	0.191749	0.350952	990164
0.0897835	0.632819	0.219763	620030
0.979061	0.683612	0.938038	2646540
6.11953e-08	0.611605	6.77467e-07	1.91138
0.998428	0.299596	0.660137	1862480
0.241418	1	0.584527	1649160
0.999728	0.476744	0.829808	2341190
0.339397	0.448864	0.438995	1238560
0.254484	0.451977	0.363771	1026330
0.748301	1	0.965271	2723380
0.298812	0.488636	0.426946	1204570
0.699333	0.488636	0.708646	1999350
0.99993	0.488235	0.838255	2365020
0.395964	1	0.762797	2152130
0.998329	1	0.999999	2821360
1	1	1	2821360
0.999754	0.486188	0.836721	2360690
0.820294	0.642317	0.864501	2439070
1	1	1	2821360
0.944973	1	0.998457	2817010
0.999952	1	1	2821360
0.999923	1	1	2821360
0.993808	1	0.999981	2821310
0.993063	1	0.999976	2821290
0.999927	0.493976	0.842336	2376530
0.9989	0.497076	0.844156	2381670
0.974594	0.494048	0.833401	2351320
0.482793	0.391892	0.504213	1422570
1	0.459893	0.81712	2305390
0.993242	0.802845	0.977935	2759110
0.783973	0.275624	0.54714	1543680
1	0.486842	0.837279	2362270
1	0.456989	0.814855	2299000
0.99731	1	0.999996	2821350
1	0.47561	0.829063	2339090
1	0.408163	0.773913	2183490
0.982981	0.456522	0.80833	2280590
1	0.195756	0.515012	1453030
0.452077	1	0.810982	2288070
0.631132	1	0.921605	2600180
0.520446	1	0.860333	2427310
0.387331	1	0.754705	2129300
1	1	1	2821360
1	1	1	2821360
0.884275	1	0.993029	2801690
0.712206	0.623536	0.804567	2269980
0.514123	0.497765	0.604701	1706080
0.304184	0.498459	0.437639	1234740
0.94113	0.48503	0.814453	2297870
0.898799	0.455497	0.77502	2186610
1	0.498452	0.845498	2385460
1	1	1	2821360
1	1	1	2821360
0.573305	1	0.892256	2517380
0.310536	1	0.673694	1900730
1	1	1	2821360
0.635715	1	0.923697	2606080
1	0.45	0.809328	2283410
1	1	1	2821360
0.999934	1	1	2821360
0.997216	1	0.999996	2821350
0.99916	1	1	2821360
1	1	1	2821360
0.999803	0.455446	0.813573	2295380
0.999188	0.462312	0.818703	2309860
1	1	1	2821360
1	1	1	2821360
1	1	1	2821360
0.999504	1	1	2821360
0.216496	1	0.547774	1545470
0.999172	1	1	2821360
1	0.486301	0.836889	2361170
0.996385	0.491525	0.839362	2368140
1	0.495575	0.843487	2379780
1	1	1	2821360
1	1	1	2821360
1	1	1	2821360
0.999731	0.421965	0.785953	2217460
0.999817	0.506621	0.851056	2401140
1	0.506621	0.851119	2401310
0.997852	1	0.999998	2821350
1	1	1	2821360
0.960643	1	0.999215	2819150
0.814313	0.443787	0.729203	2057350
0.913611	1	0.996156	2810520
0.998818	1	0.999999	2821360
1	0.450549	0.809767	2284640
0.998594	0.428571	0.791188	2232230
0.981257	1	0.999823	2820860
1	0.49	0.839541	2368650
0.988007	0.496774	0.840123	2370290
0.999947	1	1	2821360
1	1	1	2821360
0.00935147	0.668712	0.0379873	107176
0.286505	0.668712	0.508172	1433740
0.951229	0.668712	0.923871	2606570
0.286505	0.668712	0.508172	1433740
0.0152526	0.536093	0.0474782	133953
0.00241766	0.256068	0.00519243	14649.7
0.000682194	0.256068	0.00168618	4757.31
0.00759539	0.256068	0.0140862	39742.4
0.958085	1	0.999109	2818850
0.0437913	0.140644	0.0375072	105821
0.636909	0.140644	0.305697	862481
0.31395	0.491228	0.442517	1248500
0.980738	0.806958	0.976553	2755210
0.815961	0.808702	0.934186	2635680
0.633407	0.81084	0.855812	2414550
0.765437	0.81084	0.916691	2586320
1	1	1	2821360
0.659248	0.885474	0.897971	2533500
0.0129899	1	0.0694126	195838
0.992977	0.491017	0.837801	2363740
0.794499	0.581305	0.818633	2309660
1	0.199176	0.52056	1468690
1	0.0714338	0.259947	733403
0.816394	0.790924	0.928145	2618630
0.540902	0.790924	0.791055	2231850
1	1	1	2821360
1	0.238898	0.580932	1639020
0.122795	0.12814	0.0810642	228711
0.505121	0.12834	0.242196	683324
0.709646	0.126755	0.306598	865024
0.73228	0.0928641	0.250807	707618
0.978373	0.169727	0.464198	1309670
0.889565	1	0.993664	2803490
0.0546616	0.124207	0.0406845	114786
0.992688	0.12562	0.384309	1084270
0.997945	0.393348	0.759611	2143140
0.457345	0.478505	0.551352	1555560
0.521788	0.478505	0.596127	1681890
0.214139	0.56573	0.376854	1063240
0.308749	0.273509	0.293165	827125
0.000840496	0.247735	0.00197328	5567.35
0.0212309	0.780769	0.084536	238507
0.000109148	0.875739	0.000980272	2765.7
0.381676	0.247087	0.316985	894330
0.00592973	0.771779	0.029229	82465.4
0.00670118	1	0.0402438	113542
1.7828e-05	1	0.000212772	600.308
0.526189	0.897544	0.826575	2332070
0.878228	0.36532	0.685569	1934240
0.287847	0.686663	0.518098	1461740
0.99609	1	0.999992	2821340
0.932068	1	0.997639	2814700
0.786829	0.485294	0.749461	2114500
0.125554	0.710152	0.304694	859651
0.00337197	0.900336	0.0206358	58221
0.322516	0.477663	0.442205	1247620
0.823112	0.553311	0.813637	2295560
0.951738	0.549495	0.861979	2431950
0.876955	0.903831	0.976834	2756000
0.559797	1	0.884581	2495720
1	0.906147	0.995451	2808530
0.744462	1	0.964148	2720210
0.0152089	0.537389	0.0474604	133903
0.00256812	0.538322	0.0104845	29580.7
0.286129	0.622285	0.485316	1369250
0.00792416	0.617618	0.0309294	87263
1	0.579132	0.895468	2526440
0.653741	0.773649	0.850538	2399670
0.957725	1	0.999094	2818800
0.417574	0.622685	0.610262	1721770
0.957221	1	0.999072	2818740
0.984391	1	0.999878	2821020
0.00439462	1	0.0282459	79691.8
0.0205193	1	0.100265	282884
0.00119799	1	0.00925698	26117.3
0.999945	1	1	2821360
0.989019	1	0.999939	2821190
0.997174	1	0.999996	2821350
0.959119	0.848387	0.981456	2769040
0.999885	0.622326	0.917456	2588470
0.999917	0.485531	0.836304	2359510
0.999976	1	1	2821360
1	0.492593	0.841384	2373850
0.969741	0.71471	0.947171	2672310
1	0.538589	0.871869	2459860
0.737948	0.0590737	0.180165	508310
1	0.470817	0.825477	2328970
0.798743	0.0344164	0.126287	356301
0.720676	0.0420967	0.13638	384778
0.363085	0.0282567	0.0572438	161505
0.143963	0.019199	0.0190466	53737.5
0.0529063	0.0185901	0.00779389	21989.4
0.240068	0.0393064	0.0534392	150771
0.510549	0.139012	0.258727	729963
0.0572878	0.39425	0.108196	305259
1	0.51016	0.853513	2408070
0.988528	0.51016	0.849541	2396860
0.758773	0.378668	0.645658	1821630
0.998179	0.458647	0.815499	2300820
1	1	1	2821360
1	1	1	2821360
1	1	1	2821360
1	1	1	2821360
0.999943	0.484043	0.835235	2356500
1	0.445026	0.805329	2272120
0.996079	1	0.999992	2821340
1	1	1	2821360
1	1	1	2821360
1	1	1	2821360
0.988153	1	0.99993	2821160
1	1	1	2821360
0.826632	0.467033	0.753502	2125900
0.999754	1	1	2821360
1	1	1	2821360
0.711313	0.449367	0.684209	1930400
0.944235	1	0.998415	2816890
0.910113	0.409357	0.740411	2088970
0.726147	0.43038	0.676007	1907260
0.650734	0.43038	0.63651	1795830
0.303897	0.429487	0.396288	1118070
0.739609	0.432258	0.684279	1930600
1	0.366337	0.734213	2071480
0.999678	1	1	2821360
0.998965	0.189584	0.504522	1423440
0.675004	0.46621	0.678528	1914370
0.520415	0.46636	0.586347	1654300
0.561708	0.162289	0.309499	873208
0.999962	0.46087	0.817864	2307490
0.0234779	0.245787	0.0355177	100208
0.103861	0.245787	0.119163	336203
0.823628	0.243795	0.523167	1476040
0.436799	0.235786	0.337101	951083
0.974148	0.236666	0.56883	1604870
0.617527	0.294289	0.491624	1387050
1	0.294289	0.654261	1845910
1	0.368972	0.736849	2078920
0.867575	0.368972	0.684745	1931910
1	0.446887	0.806832	2276360
0.99356	0.897895	0.993959	2804320
1	0.18367	0.49492	1396350
0.957686	0.479116	0.816303	2303090
0.937627	0.667924	0.919345	2593800
1	0.665142	0.936357	2641800
0.957925	0.878426	0.986711	2783870
1	1	1	2821360
0.981775	1	0.999833	2820890
0.948902	0.845028	0.978925	2761900
0.998028	1	0.999998	2821360
0.958005	0.81264	0.973429	2746400
1	0.48	0.832305	2348230
0.99856	1	0.999999	2821360
0.985816	0.573108	0.887563	2504140
1	0.573108	0.892146	2517070
0.985816	0.573108	0.887563	2504140
1.5648e-07	0.677907	1.80961e-06	5.10555
1.5152e-05	0.83791	0.000155834	439.663
0.0014059	0.261724	0.0032776	9247.31
0.0246133	0.261724	0.0389408	109866
0.690962	0.253477	0.480268	1355010
0.535261	0.568514	0.666343	1879990
0.269445	0.181001	0.196086	553229
1.62971e-05	0.15819	3.57534e-05	100.873
0.00219308	0.161008	0.00315982	8915
0.697421	1	0.948748	2676760
0.379764	0.149037	0.219137	618266
0.93321	0.395502	0.736964	2079240
0.793715	0.248511	0.517437	1459880
0.977089	0.320047	0.676234	1907900
0.486859	0.320047	0.445493	1256900
0.757793	0.309518	0.574668	1621350
0.96127	0.309703	0.658423	1857650
0.869217	0.309703	0.62247	1756210
0.678022	0.616761	0.782765	2208460
0.955271	0.851352	0.981367	2768790
0.381969	0.838057	0.684746	1931920
0.874449	0.455037	0.764592	2157190
0.980133	0.396728	0.756139	2133340
0.605517	0.396728	0.58283	1644370
0.955854	0.396728	0.746921	2107330
0.980133	0.396728	0.756139	2133340
0.391797	0.396728	0.444785	1254900
0.747239	0.679095	0.85168	2402900
1	0.676596	0.940929	2654700
0.998377	0.676596	0.940499	2653490
1	0.456311	0.814324	2297500
1	0.487603	0.837826	2363810
0.404884	0.488636	0.518401	1462600
0.745892	0.315983	0.576317	1626000
0.00469513	0.188779	0.00711593	20076.6
0.000466406	0.189496	0.000913326	2576.82
0.000301966	0.239035	0.000760519	2145.7
0.00821822	0.353668	0.019883	56097
0.00262084	0.507038	0.0101305	28581.9
0.0119925	0.507655	0.0371458	104802
0.553664	0.430531	0.580176	1636880
0.954884	0.639022	0.911616	2572000
1	1	1	2821360
1	1	1	2821360
1	0.35737	0.725098	2045760
0.992492	0.849359	0.986972	2784600
0.992379	1	0.999971	2821280
0.99717	1	0.999996	2821350
0.997128	0.642145	0.925758	2611900
0.082825	0.643666	0.2096	591358
0.154784	1	0.443568	1251470
0.0271776	0.890137	0.114227	322276
0.264951	0.894285	0.578123	1631090
0.00014056	1	0.00138731	3914.1
0.000545479	0.895524	0.00421282	11885.9
0.000178428	1	0.0017185	4848.51
0.0235981	1	0.11201	316022
0.871566	0.502902	0.799843	2256650
0.472593	0.819459	0.754648	2129130
0.530432	0.819459	0.796821	2248120
0.995813	0.735843	0.960603	2710210
0.0604337	0.72659	0.181157	511110
0.107341	0.724566	0.27641	779851
0.0287767	0.724668	0.101562	286542
0.00229822	1	0.0162613	45879.1
0.837031	0.826635	0.946743	2671100
1	0.911638	0.995976	2810010
0.894122	0.914413	0.982249	2771280
0.590192	0.828308	0.838727	2366350
1	0.395396	0.762271	2150640
0.918374	0.394502	0.730137	2059980
0.204202	0.816468	0.465398	1313050
0.925997	0.722672	0.937996	2646420
0.120961	0.392785	0.19227	542462
0.964566	0.374066	0.728623	2055710
0.646662	0.385709	0.595773	1680890
0.747701	0.371121	0.633221	1786550
1	1	1	2821360
0.0119053	1	0.0646551	182415
0.0973252	1	0.324064	914300
0.416399	0.811276	0.704431	1987450
0.286443	1	0.644558	1818530
6.57514e-05	0.0136455	1.33899e-05	37.7778
1.41176e-05	0.0136455	3.17134e-06	8.94749
9.59966e-09	0.0136455	3.11183e-09	0.0087796
1.02374e-05	0.0136455	2.34461e-06	6.615
7.05294e-08	0.0136455	2.09435e-08	0.0590892
0.000893367	0.0136455	0.000150123	423.552
1	0.254471	0.602732	1700520
0.933802	1	0.997759	2815040
1	1	1	2821360
1	0.425806	0.789347	2227030
1	0.448718	0.808303	2280510
0.188485	1	0.503017	1419190
1	0.230967	0.569444	1606610
1	1	1	2821360
1	1	1	2821360
1	1	1	2821360
1	1	1	2821360
1	1	1	2821360
0.999933	0.468208	0.82348	2323340
0.992859	1	0.999974	2821290
0.628204	1	0.92025	2596360
0.999255	1	1	2821360
0.976092	1	0.999712	2820550
0.999945	1	1	2821360
1	0.202365	0.525679	1483130
0.849365	1	0.988038	2787610
0.999919	1	1	2821360
1	0.430622	0.793432	2238560
0.999947	0.441026	0.802053	2262880
0.36915	0.468966	0.47673	1345030
1.8705e-13	0.0911986	5.57855e-13	1.57391e-06
1.71139e-14	0.0911986	5.47728e-14	1.54534e-07
3.83775e-14	0.0911986	1.2e-13	3.38564e-07
2.44753e-13	0.0911986	7.23946e-13	2.04251e-06
0.999871	1	1	2821360
0.99993	1	1	2821360
0.999184	1	1	2821360
0.999335	0.393939	0.760673	2146130
1	1	1	2821360
0.999907	1	1	2821360
0.533814	0.435754	0.571849	1613390
1	0.229529	0.567332	1600650
1	0.450331	0.809593	2284150
0.994571	1	0.999985	2821320
1	0.445255	0.805515	2272650
1	1	1	2821360
0.999945	0.47644	0.829659	2340770
0.975483	0.481481	0.824617	2326540
0.998996	1	0.999999	2821360
1	1	1	2821360
0.0923266	0.831519	0.273837	772594
0.0423827	0.307617	0.0696199	196423
0.0002883	0.204638	0.000633512	1787.37
0.99563	0.152776	0.438554	1237320
0.885212	0.0611893	0.212096	598400
0.62057	0.29808	0.497134	1402600
0.507588	0.795945	0.770172	2172930
0.999734	1	1	2821360
0.99133	0.225224	0.558037	1574420
0.846558	0.218131	0.496596	1401080
5.81712e-06	0.453133	3.64978e-05	102.973
0.993743	0.366248	0.731815	2064710
0.0666118	0.795628	0.20868	588762
0.108428	0.133517	0.07579	213831
0.985006	0.301473	0.657508	1855070
0.953497	1	0.998902	2818260
1	1	1	2821360
0.882356	0.112853	0.329282	929023
0.734131	0.112853	0.289203	815946
1	1	1	2821360
1	0.483333	0.83474	2355100
0.999913	1	1	2821360
1	1	1	2821360
0.999802	1	1	2821360
1	1	1	2821360
1	1	1	2821360
0.985355	0.781779	0.971337	2740490
0.944537	0.781779	0.96234	2715110
0.99908	0.829311	0.984382	2777300
0.222261	1	0.55652	1570150
1	0.500218	0.846725	2388920
0.935116	1	0.997848	2815290
0.999979	1	1	2821360
1	1	1	2821360
1	0.438356	0.799879	2256750
0.112188	0.895182	0.331245	934562
0.545944	0.770152	0.784749	2214060
0.00947012	0.663296	0.0381296	107577
0.479696	0.546449	0.613099	1729770
0.61341	0.774227	0.828548	2337630
1	0.454887	0.813205	2294340
0.969143	0.479167	0.820584	2315160
1	1	1	2821360
0.790675	0.651309	0.856731	2417150
0.756765	0.390171	0.655457	1849280
0.238878	0.599459	0.421506	1189220
0.21054	1	0.538578	1519520
0.528649	0.320502	0.470227	1326680
0.993195	0.633063	0.920506	2597080
0.971179	0.630772	0.912797	2575330
0.725311	1	0.958248	2703560
0.513417	1	0.855695	2414230
0.906987	0.434269	0.760858	2146660
1	0.293971	0.653872	1844810
0.994793	0.0729674	0.262982	741966
0.00405278	0.095259	0.00342034	9650
0.948551	0.671357	0.924195	2607490
0.0145352	0.437026	0.0384879	108588
0.294303	0.819248	0.584085	1647910
0.0761789	0.904191	0.253162	714260
0.00300737	0.903937	0.0187784	52980.5
0.021704	1	0.104836	295780
0.801682	0.803018	0.927293	2616230
0.167234	0.428571	0.260574	735174
1	1	1	2821360
1	0.408163	0.773913	2183490
0.366185	0.400661	0.428302	1208390
0.26628	0.481049	0.391326	1104070
0.588162	0.481049	0.640151	1806100
0.520963	0.399637	0.534913	1509180
0.665601	0.546374	0.731522	2063890
0.0308653	0.546374	0.0857127	241826
0.642491	0.405194	0.610689	1722970
0.336915	0.399637	0.404621	1141580
0.999746	0.455056	0.813247	2294460
0.999942	1	1	2821360
0.629851	0.10311	0.242516	684224
0.664867	0.114838	0.272759	769553
0.70974	0.223628	0.450858	1272030
0.764244	0.877974	0.938714	2648450
0.33783	0.893936	0.663591	1872230
0.00529494	0.791529	0.0271365	76561.9
0.420137	0.28139	0.37065	1045740
1	0.281672	0.638554	1801590
1	0.141758	0.418702	1181310
0.00179511	0.175264	0.00285175	8045.81
0.520249	0.152949	0.280974	792730
0.948171	1	0.998633	2817500
0.750233	0.502268	0.74459	2100760
0.448894	1	0.808444	2280910
1	0.446809	0.806769	2276190
1	0.2534	0.601264	1696380
0.977376	0.412809	0.769681	2171550
0.090183	0.674417	0.231109	652041
0.0414396	0.673398	0.127777	360505
8.28968e-06	0.67386	7.31511e-05	206.386
0.0111416	0.67386	0.044235	124803
1.87995e-07	0.779392	2.45221e-06	6.91856
0.0193613	1	0.0957315	270093
0.50218	1	0.84808	2392740
0.0620335	0.811685	0.200839	566639
0.996317	0.811685	0.980408	2766090
1	0.480392	0.832593	2349050
0.658097	0.793111	0.861309	2430060
0.887809	0.480653	0.790133	2229250
0.999389	0.279511	0.63559	1793230
0.74868	0.223652	0.466683	1316680
0.00165334	0.449146	0.00609322	17191.2
0.0862164	1	0.297524	839422
1	0.0830821	0.289784	817586
1	0.136302	0.407937	1150940
0.0492885	0.00933902	0.00399713	11277.3
0.150737	0.00329048	0.00427001	12047.2
0.840303	0.415619	0.716645	2021920
0.271454	0.179706	0.196123	553333
0.965691	1	0.999405	2819680
0.763841	0.0318521	0.114741	323726
0.022214	0.0257024	0.00483495	13641.1
0.00998543	0.346712	0.0230778	65110.8
0.469606	0.62517	0.653398	1843470
1	1	1	2821360
1	0.491228	0.840416	2371120
0.702056	0.307984	0.547356	1544290
0.978727	0.0482473	0.191383	539959
0.65163	0.15108	0.326674	921664
0.708301	0.0794579	0.218221	615681
0.363105	0.405446	0.429267	1211120
1	0.772994	0.972028	2742440
0.631261	0.128921	0.285539	805609
0.957936	0.123605	0.371041	1046840
0.738967	0.0589486	0.180064	508025
0.319191	0.638625	0.528037	1489780
0.86399	0.638625	0.879863	2482410
0.036376	0.637485	0.110475	311689
0.529012	0.726575	0.751882	2121330
0.00755154	1	0.0444484	125405
0.00145497	0.809417	0.00912016	25731.3
0.99987	0.477912	0.830722	2343770
0.411331	0.631734	0.610039	1721140
1	0.490798	0.84011	2370250
1	0.419753	0.784136	2212330
1	1	1	2821360
1	1	1	2821360
0.590979	1	0.901819	2544360
0.716531	1	0.955375	2695460
0.263597	1	0.61506	1735310
0.472367	1	0.826641	2332250
0.716531	1	0.955375	2695460
1	0.217437	0.549212	1549530
0.99974	1	1	2821360
1	1	1	2821360
0.999693	0.419753	0.784024	2212020
0.744826	0.374517	0.635092	1791820
1	0.473118	0.827205	2333840
1	0.123803	0.382435	1078990
1	0.497041	0.844514	2382680
1	1	1	2821360
1	1	1	2821360
1	1	1	2821360
1	0.464052	0.820332	2314450
1	1	1	2821360
0.97147	1	0.999589	2820200
1	1	1	2821360
1	0.45625	0.814276	2297370
0.999566	1	1	2821360
0.999883	0.232781	0.572056	1613980
1	0.241428	0.584542	1649200
